,0
special needs,21.302570635664072
bureau corrections,21.299178071968356
ref_rural_development,21.289115384606614
municipality minalabac,21.28580201620741
industry development,21.28432653899624
campus municipality,21.28397423618542
san miguel,21.276294787344607
province_marinduque,21.25855720596449
act integrating,21.25574498022634
university philippines,21.254105255310655
providing guidelines,21.23699805172582
disabilities pwds,21.236357436769183
national emergency,21.233723122716597
covid19 pandemic,21.22111792604287
promoting use,21.217007005811187
persons disability,21.21621600066989
municipality pasacao,21.215598534902067
metro manila,21.214680311195714
mandating use,21.214113143213975
ref_energy,21.20426840309266
extension office,21.20351414552568
compostela valley,21.17751478287121
province tarlac,21.16569565681584
ref_population_and_family_relations,21.15275821633895
province cotabato,21.143322738022256
region country,21.142139726953303
civil service,21.141376860347002
international airport,21.132385110368702
private sector,21.128405846499184
year national,21.12640471394367
ref_games_and_amusements,21.12021539056316
amended ra,21.114189793722016
training program,21.110796651348753
national economic,21.109713578862433
senior citizen,21.09601635457435
health services,21.094118655137837
act purposes,21.091186716841882
minimum wage,21.07771779093738
"ref_peace,_reconciliation_and_unity",21.064625255595644
province cebu,21.062471183224766
act protecting,21.05798168741007
sector purposes,21.052960453014713
workers purposes,21.05006099336015
nonteaching personnel,21.046132611573277
basic education,21.035637045521792
officials employees,21.02943395781336
providing benefits,21.021617887704117
republic philippines,21.013861371650492
la paz,21.007872554274755
known act,21.005651395555315
defining functions,21.005352744337948
barangay sta,21.004639613224835
province rizal,20.99369707322598
financial assistance,20.992494408862893
norte tourism,20.98744582995677
amended providing,20.97607490992366
public private,20.973897494354723
code article,20.96179574626467
regulatory commission,20.959585827177534
mountain province,20.956730849915722
act allowing,20.949387932479922
service providers,20.948946646723822
act 1996,20.94220713610699
country purposes,20.938758995489245
act prescribing,20.93476909936335
tobacco products,20.929650797759173
memorial hospital,20.928651445512827
party_sagip,20.92843987822625
50 beds,20.88699517798755
birth anniversary,20.87882317912493
party_tucp,20.87292143265452
center philippines,20.87068689718984
delivery systems,20.86909645326814
amended entitled,20.857523469312643
act extending,20.856820370356534
related purposes,20.84495443061144
province_benguet,20.84188614490424
city municipality,20.835445013999692
health care,20.824724544267973
party_kabayan,20.820991331732294
act promote,20.813290551269567
province_mandaluyong_city,20.807919307516062
education establishing,20.790806825326296
law enforcement,20.79004043737662
act implementing,20.780115825662598
thousand pesos,20.769898693843523
republic act 11494,20.766528036637254
indigenous cultural,20.757900415328884
party_tgp,20.75677824715856
ref_mindanao_affairs,20.743684462609842
center barangay,20.741966330931547
iloilo city,20.74104252747945
development program,20.735945502021277
act upgrading,20.73046023652681
act 1997,20.720683298288048
act changing,20.719664303712936
act rationalizing,20.71047872960396
national athletes,20.706768483235866
act modernizing,20.69960544472908
food security,20.68852382223833
establishment operation,20.68321000044014
party_ofw family,20.67992665761124
act lowering,20.678371165157643
mechanisms therefor,20.671589770467858
hospital bills,20.670472753296643
death penalty,20.664503282976995
task force,20.65656389536078
national commission,20.650013256581442
national education,20.64627944304317
public utility,20.639078552051128
colleges universities,20.638318098707956
known san,20.636919808353056
province_basilan,20.620372073568607
act making,20.606576784943403
foundation day,20.601408635417922
ecotourism destination,20.598744461067184
ref_youth_and_sports_development,20.59110194272155
road barangay,20.59056867676893
province quezon,20.577313652286584
eastern visayas,20.562422264606635
occidental known,20.558162625997188
party_1-pacman,20.557832427802857
agricultural land,20.55482490476309
barangay officials,20.55477012897266
act imposing,20.546866094380533
health insurance,20.54415831274657
sto tomas,20.542934255047633
ref_creative_industry_and_performing_arts,20.542454818514468
act repealing,20.524970678427458
party_alona,20.52388257417824
amended purposes,20.522118179920298
penalties thereof,20.521083286911008
province_san_juan_city,20.51558296156113
11 12,20.507821147079465
providing mechanisms,20.507210393117887
cultural heritage,20.501539899544817
entitled act providing,20.498237160272264
requiring establishment,20.491694698394753
province albay,20.46668874699488
tertiary education,20.462235003375497
falls municipality,20.448990273888633
act amended,20.435530659421143
functions repealing,20.433036508785058
province kalinga,20.426683708798674
party_diwa,20.411969223571106
ref_metro_manila_development,20.410199945818505
national cancer,20.405394057908033
department education,20.396276638387647
municipality sta,20.391252586894197
sale distribution,20.37471047589418
act reclassifying,20.37194873624877
province pampanga,20.354615923601262
act encouraging,20.35275256788455
district hospital,20.334613125851437
act recognizing,20.328674320333576
act enhancing,20.32850683071853
development center,20.289431197256434
act exempting,20.28433994707246
covid19 vaccination,20.274427802835767
penalties purposes,20.266201599292312
ref_the_whole_house,20.25795217511623
party_tingog sinirangan,20.254776666054536
code amended,20.23624415044659
education act,20.222261073484866
san roque,20.21874805409954
party_abono,20.21190312093341
party_kabaka,20.195258321525465
providing standards,20.180214622840342
appropriations therefor,20.162545919148148
province cagayan,20.14430314892519
government employees,20.13902441607821
telephone company,20.12637546115417
indigent patients,20.121388558230947
excise tax,20.12137025260914
act improving,20.085926300642864
school barangay san,20.058143039298958
use singleuse,20.047729649859313
act reorganizing,20.0474793463315
increasing monthly,19.99512188424453
private public,19.993426601997278
public domain,19.99014222938356
educational institutions,19.978187496641908
act declaring,19.974174730161707
act ensuring,19.957944067958408
center municipality,19.948143472094706
act banning,19.942564918811794
social protection,19.93799470777431
employees government,19.937782217711316
province_romblon,19.93225059826094
district city,19.897311220148094
extension campus,19.89634795616615
act ensure,19.893355942959897
act appropriating funds therefor,19.87626070054006
zamboanga city,19.871700693650183
disabled persons,19.869815948395477
known national,19.861134990177923
program purposes,19.856069716943487
autonomous region,19.845257108360737
satellite office,19.83527404675294
province_muntinlupa_city,19.822730439586554
high schools,19.820523737639878
development council,19.819063892546204
million pesos,19.815840467563515
community hospital,19.81477604706363
provincial road national,19.784133992883184
ref_flagship_programs_and_projects,19.72593914986011
women children,19.716622852537153
funds thereof purposes,19.702639213693224
act enhance,19.680156202650142
province_apayao,19.673379877396922
benefits purposes,19.67100659391443
province_taguig-pateros,19.662781133452622
quezon city,19.65797877685109
children youth,19.65171471436488
barangay tanods,19.645983598839646
social media,19.643866680101077
code conduct,19.641078417029547
senior citizens,19.62851771357505
welfare act,19.60996867192862
party_dumper ptda,19.59762535601024
increasing salary,19.566769430964676
exit point,19.557984973927702
importation sale,19.538616546802235
province camarines sur appropriating,19.530138850870376
services providing,19.517698618791275
electric power,19.517622780658073
holiday city,19.50878467252045
security tenure,19.506893288569245
party_bahay,19.500245920638
ref_foreign_affairs,19.49007697992622
ref_agriculture_and_food,19.44274054562502
billion pesos,19.44079499419746
party_abang lingkod,19.423871514563892
mental health,19.39100087469725
provincial hospital,19.38351074509925
province_biñan_city,19.352679716333398
agusan del norte,19.346076486864042
government hospitals,19.33683136990338
act penalizing,19.32543830791999
sta cruz,19.302351626809752
municipality la,19.289046859298235
province_aurora,19.28657771254768
party_buhay,19.28207352522673
special protection,19.277707745758534
barangay san,19.271627550141528
administrative code,19.260098628475973
province_cebu_city,19.24502597960363
ref_ecology,19.236904099358767
party_a teacher,19.233033558318873
code philippines,19.230818450827254
ref_people's_participation,19.227409119235965
sur national road,19.215554237526256
located municipalities,19.206292052354247
emergency medical,19.19466988892739
district province,19.188880840435942
ref_information_and_communications_technology,19.187164948736246
citizen service,19.186044697816563
province_antipolo_city,19.169515749362233
province palawan,19.163924756621803
province ifugao,19.120638149541108
boracay island,19.118465170310873
purpose republic act 7160,19.115051460541352
education curriculum,19.096209377669638
ref_west_philippine_sea,19.09435886673178
compensation benefits,19.089504010128678
act reapportioning,19.082510901886174
party_atrol,19.061004541604788
act provide,19.036223501889737
iligan city,19.026920372508627
years old,19.013081506509906
party_htl,19.01062893397353
supervision control,18.995193427885123
ref_social_services,18.987157592045595
known act providing,18.974778269964652
second district,18.964912537302894
presently known,18.9324813537488
province iloilo,18.930966786803886
ref_welfare_of_children,18.919018786693343
marcelo green,18.91715375675997
use sale,18.911600684740762
climate change,18.887881770824603
modernizing bureau,18.876166110908528
province_surigao_del_sur,18.874866936803055
social welfare,18.86328377754356
creating purpose,18.858669055294996
hospital municipality,18.855912889794013
act develop,18.852722118546676
province_las_piñas_city,18.850866325432676
party_anakalusugan,18.84552317979651
province_lapu-lapu_city,18.83218482152212
province bohol,18.83198791051656
party_asenso,18.80713488940192
ref_civil_service_and_professional_regulation,18.798785628489192
province_camiguin,18.798100288889884
national local,18.787999708193745
government private,18.779814734309532
broadcasting network,18.7728864562201
legal assistance,18.771061347478447
military uniformed,18.7569515779279
ref_constitutional_amendments,18.741938697850888
grade 15,18.73502453405041
municipality san fernando,18.71118034102767
act regulate,18.7035048682539
province_camarines_norte,18.69314711636757
santos city,18.661857948559586
act appropriating funds,18.64622542289127
ref_public_accounts,18.645385852982635
ref_sustainable_development_goals,18.632995996287804
institutions amending,18.620574973914287
city national road appropriating,18.603598373904532
act 1995,18.602409146902506
datu danwata,18.593088352488934
province_kalinga,18.579684699143602
regional trial courts,18.56671191151481
distinct independent,18.55588671155281
bacoor national,18.543711207243057
protected areas,18.524438330035608
province_antique,18.5047551150151
act protect,18.486321761600166
party_agap,18.486105712341043
promoting entrepreneurship,18.477883093846017
province_calamba_city,18.474263426526154
province_eastern_samar,18.472294332752025
act 2001,18.433258307164245
province_capiz,18.429393686467286
province abra,18.41685491487022
municipality san,18.409506792480947
sangguniang kabataan,18.408903504617093
act increasing,18.40307656312698
trust fund,18.384982202144986
province_iligan_city,18.383849608435106
republic act 9263,18.37616159986032
persons disabilities,18.372529339374694
regular campus,18.332600002834603
travel tax,18.300785391112814
ref_science_and_technology,18.28122670159381
informal economy,18.270547864945854
requiring public,18.236993444143604
national government agencies,18.21837031322061
ref_public_order_and_safety,18.173633234946827
province leyte,18.167356765279152
city taguig,18.166332167641578
providing additional benefits,18.153396530583926
purpose national,18.137252288550222
ref_transportation,18.052102054213087
party_ldp,18.051832287255607
barangay poblacion,18.03772054891216
known comprehensive,18.011526812680735
province_tarlac,18.001703729398866
ref_bases_conversion,17.99677027146562
act 2010,17.976781479149125
workers amending purpose,17.955772982995512
extension barangay,17.949488940200602
party_senior citizens,17.919459347566427
ref_human_rights,17.91729351553775
real property,17.903885839814585
prescribing penalties therefor,17.89228820267833
city known barangay,17.889333124062112
provincial road,17.86034961501459
party_hilreca,17.85487885937652
party_aambis-owa,17.846449464404873
ref_housing_and_urban_development,17.831063753155767
province_tawi-tawi,17.83025176551094
province_rizal,17.799182693882557
appropriating funds thereof,17.781867671796945
national policy,17.774021621822456
public safety,17.764554729533742
schools purposes,17.759085425338636
parcels land,17.753521123637835
act mandating national,17.737469065870677
general hospital known,17.734803112331686
bicycle lanes,17.68717993737985
alienable disposable,17.667339390801907
party_coop-natcco,17.640781184690205
province_parañaque_city,17.61523561581778
executive order,17.610348739285804
incentives act,17.576745794958743
telecommunications systems,17.54562413784078
ref_women_and_gender_equality,17.488208053660195
province_sarangani,17.486722844671025
retirement age,17.48641588079891
party_cdp,17.472169452696686
general santos,17.471611094462776
province_bulacan,17.458901978923613
care services,17.45552771412919
elementary secondary,17.438233196454178
republic act numbered,17.414465615092304
province_valenzuela_city,17.39972618942592
strengthening philippine,17.389446885392097
code purposes,17.37537285500708
act prohibit,17.3653860770858
act providing incentives,17.362557892619037
legislative districts,17.34483538030333
presidential decree,17.33940342977961
plastic products,17.336613232714203
province_agusan_del_norte,17.329271205074757
medical center,17.317760859608164
regulating practice,17.289741258263298
safety board,17.287595931424022
province sorsogon,17.27673810432581
annex barangay,17.259268549798954
lanao del sur,17.245426673979754
zone authority,17.24391481134901
province bulacan,17.236515255000405
declaring september,17.22430654672626
act declaring september,17.224306546726233
ref_indigenous_cultural_communities_and_indigenous_peoples,17.21352167319637
party_bpp,17.21203880121246
board defining,17.21137861039336
province_batanes,17.20686165827866
hospitals medical,17.201992869683714
ref_labor_and_employment,17.18003094757452
service training,17.171448444162245
act numbered,17.166818018533327
act amending sections,17.163145953998907
party_aksyon,17.148287356776045
province_pasig_city,17.14828735677545
province_samar,17.142367909676402
science technology,17.1218997453065
263 264,17.109071553315243
regulation act,17.10450159833815
party_manila teachers,17.063243740720985
act 2002,17.06048888024108
polytechnic university,17.05982609362529
service act,17.058477218100954
party_bhw,17.030835023596293
regional medical,17.00524631928343
optional retirement,16.98578496500639
fund amending,16.983441889509535
province_sorsogon,16.973846217860824
appropriating funds purposes,16.968114291597523
thereof amending,16.877863509197937
penalties therefor purposes,16.872325137869574
ref_persons_with_disabilities,16.85050876045524
workers amending,16.808176423206454
philippine science,16.79020890609154
cagayan oro city ecotourism,16.786560370827637
oro city ecotourism,16.78656037082763
hospital known,16.782182539851355
act strengthening philippine,16.782148323573754
act expanding coverage,16.750735179959015
amended known,16.741668668114993
party_act-cis,16.738644845441875
establish maintain,16.721494763686152
party_ba,16.719227291759633
cities municipalities,16.707368880888353
party_amin,16.673324770182802
ref_health,16.672315024732917
ref_natural_resources,16.670454642362962
regional medical center,16.668888205048415
entitled act,16.668722894852927
thereof amending purpose,16.662127075917574
pay equivalent,16.65641271524602
province_ifugao,16.636604094542577
sur ecotourism,16.629081422143404
strengthening commission,16.625020746067513
act strengthening commission,16.625020746067506
appropriating funds therefor purposes,16.618051645861726
health workers amending,16.611970140450417
development fund,16.597301592539736
party_ang probinsyano,16.59074702996238
land use,16.57324600594687
citizen armed forces,16.564549402839916
act amending section,16.558394119626
state university,16.543649360051813
act establishing philippine,16.52749330945275
party_hnp,16.52435657565302
food waste,16.52384018845713
province_south_cotabato,16.5140553361335
province_pasay_city,16.49818469654488
party_kalinga,16.496332919721674
thereof purposes,16.49599115728857
del sur known,16.495706175360496
research development center,16.4582828646188
development act,16.447154913922017
davao oriental,16.44517188675809
benefits barangay,16.416394002098826
act adjusting,16.415269893471784
college municipality,16.406123285362618
prescribing penalties violations,16.404834220794157
act granting additional,16.397760176754108
province_sulu,16.394080827974705
party_kusug tausug,16.384280254144308
province_laguna,16.365082170859164
province_oriental_mindoro,16.352204363888127
lone legislative,16.340247971803937
lone legislative district,16.340247971803937
act 2018,16.323844997115145
act establishing district,16.31783030185217
establishing district,16.317830301852158
amended republic act,16.31781496517446
province_biliran,16.315031490663454
ref_appropriations,16.31386211615324
ilocos norte,16.30894690600066
section 14,16.297598144770333
health workers,16.272143705998523
legislative district,16.27088518853028
district hospital municipality,16.26727419887527
benefits barangay officials,16.260594295693295
polytechnic state,16.242514595477363
legislative district province,16.23871953878283
education training,16.219376013089107
amended republic,16.217494444126515
act providing development,16.21703436921186
province_cagayan_de_oro_city,16.18851689269771
providing incentives,16.181928211255503
funds purposes,16.160736413093097
party_ako padayon pilipino,16.14483534857078
purposes radio,16.13169963176232
declaring july,16.112093462761784
act declaring july,16.11209346276177
province_siquijor,16.10535834191599
act declaring province,16.099668444970682
amending purpose articles,16.09580438700781
additional benefits,16.074875453926197
department health,16.066167703557152
san fernando province,16.059685961721442
fernando province,16.059685961721435
board national,16.056861933364186
amending section,16.050580284604457
creating national,16.043079217405918
commercial residential,16.03252223138158
purpose philippine,16.015157409149555
act creating national,16.015013994259395
establishing national,16.009183397564126
misamis oriental,16.008203100027618
province lanao del sur,15.985829728517643
act 2016,15.972189987999705
party_ako bisaya,15.967195895287315
establishing philippine,15.965479071910549
philippines providing,15.950055321116064
amending purpose section,15.944532386903166
act establishing national,15.94412642343948
authorizing department,15.942885666953114
repealing republic act,15.941186316349434
repealing republic,15.94118631634943
providing penalties therefor purposes,15.930749703690768
province_davao_city,15.930449341326739
social security,15.921182018049652
sur state,15.916789126436953
science high school,15.904786628170601
uniformed personnel,15.900291427934118
party_ind,15.899880681197084
stretching barangay,15.896496957346613
general hospital appropriating,15.88997894472767
general hospital appropriating funds,15.889978944727652
overseas filipinos,15.888101631107816
strengthening national,15.885556011430282
act declaring municipality,15.873536139930906
providing funds therefor purposes,15.871320706088442
certain sections,15.862312301241674
ref_economic_affairs,15.851863387038764
bureau protection,15.847801874307851
providing penalties therefor,15.846087621352364
purpose section,15.84181441371586
declaring municipality,15.836544176320393
purposes radio television,15.83393157613506
component city,15.82331287165728
act strengthening national,15.818832014809788
city san,15.809453513203813
fund amending purpose,15.807738552876057
province_davao_del_norte,15.795471480302616
del sur state,15.79378214312632
act regulating practice,15.791321944373085
department health doh,15.783264439677355
health doh,15.78326443967735
ref_revision_of_laws,15.77964709911177
implementation republic act,15.774702864487036
implementation republic,15.774702864487036
national government,15.768226667929559
educational institutions amending,15.760712387874717
science high,15.752996977567216
school students,15.741677744110728
party_marino,15.740543104847527
service delivery,15.737545971238104
act establishing special,15.735012544050353
establishing special,15.735012544050353
nueva ecija,15.728007095347857
establishing municipality,15.715774068823542
act establishing municipality,15.715774068823528
college medicine,15.714816771586927
zamboanga del norte,15.714181195641485
workers defining,15.704688442763377
amended known magna carta,15.697608915134808
amended known magna,15.697608915134804
expanding coverage,15.696243875787367
philippines amended,15.685003716491643
management purposes,15.678271595628663
ref_ad_hoc_committee_on_the_military_and_uniformed_personnel(mup)_pension_system,15.674888854525086
providing conversion,15.658339933930742
act providing conversion,15.658339933930733
act authorizing department,15.658280083605812
amending sections,15.65639234326056
resource management,15.627869074853287
act declaring january,15.626334992507655
declaring january,15.626334992507644
act providing establishment,15.600334232425976
declaring province,15.593855265742674
purpose articles,15.588551697398554
institutionalizing mechanisms,15.588442787134987
act prohibiting discrimination,15.575775875412452
act providing additional,15.574708647779962
workers providing,15.571340131604181
province_catanduanes,15.569563543528039
utility vehicles,15.557746575649018
public utility vehicles,15.557746575649013
day commemoration,15.54699818129284
act mandating appointment,15.546562521644226
mandating appointment,15.546562521644223
"ref_micro,_small_and_medium_enterprise_development",15.537732825378448
functions providing funds therefor,15.5322777092819
province_misamis_oriental,15.522895863098903
violations thereof purposes,15.515154814865816
act establishing satellite,15.50791089937473
establishing satellite,15.507910899374721
providing powers,15.499427657666542
declaring june,15.488110818836814
act declaring june,15.488110818836802
commonwealth act,15.459259565244793
rizal province,15.450712310847518
health care services,15.444986326554446
act 1992,15.43817510825829
training assessment center barangay,15.436067156943732
assessment center barangay,15.436067156943729
province_iloilo_city,15.429947684255849
ref_visayas_development,15.429558890016473
province_dinagat_islands,15.42631446382288
national housing,15.423545919254671
national cultural heritage,15.420839315315057
national cultural,15.420839315315053
mandating national government,15.414303006831458
province_sultan_kudarat,15.414018234498375
tourism destination,15.412366139405691
housing authority,15.41097384615734
national housing authority,15.410973846157331
appropriating sum,15.40443917164154
polytechnic state college,15.40413661795978
province_baguio_city,15.375130356877063
penalties violations thereof purposes,15.369342939985282
act 1990,15.354342014953305
ref_justice,15.344209853373826
family code philippines,15.337137961710118
state college municipality,15.333037420888623
creating purpose philippine,15.32650996676321
province_pampanga,15.324027228543919
mandating establishment,15.321131418487607
act repealing republic,15.31266447717196
act repealing republic act,15.312664477171944
day care,15.312469635606206
act establishing overseas,15.306640945341654
establishing overseas,15.306640945341648
road stretching barangay,15.300663031602639
province antique,15.298816876093378
second legislative district,15.280519936936596
municipality rizal,15.268320793942237
fund purposes,15.257612652090899
province oriental mindoro,15.25471094716958
province oriental,15.25471094716958
province_caloocan_city,15.248966600598537
bureau protection bfp,15.245902501937596
protection bfp,15.245902501937572
purpose executive order,15.226238158365225
purpose executive,15.226238158365208
singleuse plastic,15.224013321978878
province_camarines_sur,15.212741081578184
providing establishment,15.21235754681428
purpose sections,15.201025730608173
amending purpose sections,15.201025730608158
province_davao_oriental,15.186262530836729
agrarian reform,15.168527369156267
land open,15.166428090294943
act 8551,15.15452981909339
republic act 8551,15.154529819093385
city national road,15.148645295613996
province_surigao_del_norte,15.135169813858806
pertinent provisions,15.133504484734079
province nueva ecija,15.13040629418045
oriental known,15.11666193006235
province davao occidental,15.108088622356828
telephone franchise construct,15.107212020769905
telephone franchise,15.107212020769904
mechanisms implementation,15.09868551884015
act mandating establishment,15.074133987591253
act creating philippine,15.067749458474795
radio television stations,15.058605117996533
poblacion municipality,15.043974114872096
institutionalization development,15.040311616578958
providing funds,15.03826353654556
province_san_jose_del_monte_city,15.019727783710046
second legislative,15.019478310303935
powers functions duties,15.015627434493318
funds therefor,15.003036896474251
general hospital,14.994569160872658
zamboanga del sur known,14.98898379324827
grade level,14.984261431359297
network franchise construct install,14.964822201420969
province_cagayan,14.959315112071
citizen armed,14.95655013079141
province camarines norte,14.949204775600624
party_robinsyano ako,14.945246257933356
providing revised,14.940048052256135
act providing revised,14.940048052256113
maintain commercial,14.934772295279169
operate maintain commercial,14.934772295279167
party_gma,14.933225391916372
road national road appropriating,14.924911072499256
prescribing penalties violations thereof,14.909046481111437
act converting provincial road,14.904143315596421
converting provincial road,14.904143315596404
declaring november,14.900661650990381
act declaring november,14.90066165099037
corporation republic act,14.900397311418764
corporation republic,14.900397311418756
high school students,14.899336037523549
pandemic purposes,14.893755527816657
television broadcasting stations philippines,14.893141463734032
declaring parcel,14.8926842851852
declaring parcel land,14.892684285185199
creating philippine,14.885460289670885
province_occidental_mindoro,14.880873259398705
province leyte appropriating,14.87553832271028
province leyte appropriating funds,14.875538322710279
powers functions responsibilities,14.874541354592207
lanao del norte,14.850796841241667
land open disposition,14.849580392889905
act amending,14.849328585775233
province camarines sur national,14.843289422534472
prohibiting discrimination,14.837871580393042
private schools,14.837312868072955
province_maguindanao,14.834863497738725
university known,14.831422059023339
barangay health,14.816027957478358
davao occidental,14.81547531912829
del monte,14.812363895114833
fish port,14.81092179421189
economic zone authority,14.810530605020848
province_zamboanga_sibugay,14.797478476184892
purpose ra,14.786449667486337
penalties violation thereof purposes,14.782571546601712
foundation anniversary,14.769365625207781
public service,14.765529526689868
radio broadcasting,14.763742810670706
province_zamboanga_del_sur,14.762648823352189
dangerous drugs,14.743554042649258
abuse exploitation,14.740454965831375
philippine national,14.726596167095668
high school arts,14.721446635303558
drug rehabilitation,14.718876030965244
providing powers functions,14.711932278988664
party_cws,14.709637239174151
camarines sur national,14.709297904982293
city cagayan oro,14.701666892755
city cagayan,14.70166689275499
party_ppp,14.67315878785449
elementary high school,14.665425174999074
assessment center municipality,14.656266881517084
training assessment center municipality,14.65626688151707
act 2000,14.648929630498833
purpose commonwealth act,14.64261457218626
providing funds therefor,14.633145272427836
act providing construction,14.63274977183389
providing construction,14.63274977183386
state university known,14.616492325259227
purpose section 14,14.61331926312167
amending purpose section 14,14.613319263121642
appropriating funds therefor,14.610666436420026
appropriating funds,14.607174981835954
institutionalizing national,14.596267701519867
violation thereof purposes,14.595148780004523
san fernando,14.589762216615187
declaring february,14.587465392353522
act declaring february,14.5874653923535
act institutionalizing national,14.581722660042079
province_palawan,14.579520055152656
negros occidental,14.573125637316679
years amending purpose,14.570135713373803
rural development,14.562552662118241
province ilocos norte,14.549520229012382
lanao del,14.548642395407043
province_lanao_del_sur,14.548435167413004
regulating use,14.544025855865524
ref_national_defense_and_security,14.541400868106166
care workers,14.525417487961594
zamboanga sibugay,14.516443838477207
protected area,14.510086889134389
school sports,14.509168333396731
city national high,14.503683394365183
city national high school,14.503683394365165
party_magsasaka,14.49083388866472
medical center appropriating,14.48904590961654
medical center appropriating funds,14.489045909616532
act establishing college,14.483460930774834
establishing college,14.483460930774818
city known,14.467267979243347
province_iloilo,14.465260303898498
establishing campus,14.464989001934814
act establishing campus,14.464989001934814
province negros,14.456124601041662
declaring city,14.43752899086164
